,age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model
211,40-60,English,English,Woman,join the Ear Look club,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_215ad30d-eb52-4f65-a38f-d485190748e4.wav,/final/chunk30.wav,Android
212,40-60,English ,English ,Woman,banana and mustard sandwiches,joy,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_15da260a-4167-4131-86a4-fd3f24d13871.wav,/final/chunk40.wav,I phone7
213,25-39,English,English,Woman,ripped ocean jumper,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_3738bd35-5642-4fb9-abdf-ca5d1fd0ce86.wav,/final/chunk21.wav,iPhone 12
214,40-60,English ,Spanish ,Man,birds make new jingles,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_32f6f980-bf34-43a2-8afa-ef5741f1b96e.wav,/final/chunk10.wav,Google pixel 
215,40-60,English ,Spanish ,Man,birds make new jingles,disgust,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_32f6f980-bf34-43a2-8afa-ef5741f1b96e.wav,/final/chunk21.wav,Google pixel 
216,40-60,English ,English ,Woman,the thunder break craze,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_cf01b958-b2b3-4be6-9e05-f5c8d6fdc439.wav,/final/chunk30.wav,IPhone
217,60 and over,English ,English ,Man,join the Ear Look club,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f49a8c98-7f9c-4362-b029-6211896a2dce.wav,/final/chunk12.wav,Moto e
218,60 and over,English ,English ,Man,join the Ear Look club,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f49a8c98-7f9c-4362-b029-6211896a2dce.wav,/final/chunk21.wav,Moto e
220,25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c68b65df-ed10-4475-93b6-d24cb69ccf88.wav,/final/chunk10.wav,iPhone 13 Pro
221,25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c68b65df-ed10-4475-93b6-d24cb69ccf88.wav,/final/chunk31.wav,iPhone 13 Pro
222,25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c68b65df-ed10-4475-93b6-d24cb69ccf88.wav,/final/chunk40.wav,iPhone 13 Pro
223,18-24,English ,English ,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_e60467fe-ff2e-48f6-a402-a07764709682.wav,/final/chunk00.wav,iPhone 12
224,18-24,English ,English ,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_e60467fe-ff2e-48f6-a402-a07764709682.wav,/final/chunk20.wav,iPhone 12
225,18-24,English ,English ,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_e60467fe-ff2e-48f6-a402-a07764709682.wav,/final/chunk30.wav,iPhone 12
226,25-39,English,English,Man,heavy undersea birthday pumpkins,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c7c827-8854-44dd-a5f9-68c489f8f82e.wav,/final/chunk30.wav,iPhone SE 2020 Model
227,25-39,English,English,Man,heavy undersea birthday pumpkins,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c7c827-8854-44dd-a5f9-68c489f8f82e.wav,/final/chunk40.wav,iPhone SE 2020 Model
228,25-39,English,English,Man,heavy undersea birthday pumpkins,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c7c827-8854-44dd-a5f9-68c489f8f82e.wav,/final/chunk50.wav,iPhone SE 2020 Model
229,40-60,English,English,Man,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_ff49aa73-9848-42f8-9b4a-c26430305035.wav,/final/chunk20.wav,Google Pixel 6 Pro
230,40-60,English,English,Man,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_ff49aa73-9848-42f8-9b4a-c26430305035.wav,/final/chunk22.wav,Google Pixel 6 Pro
231,40-60,English,English,Man,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_ff49aa73-9848-42f8-9b4a-c26430305035.wav,/final/chunk24.wav,Google Pixel 6 Pro
232,40-60,English,English,Man,another dog secretary show,fear,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8e3eab65-8ef1-4054-91fa-6f24daba7f4a.wav,/final/chunk00.wav,Google Pixel 6 Pro
233,18-24,English ,English ,Man,join the Ear Look club,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6a706182-b4b4-4da3-8ae5-c10768105ef7.wav,/final/chunk10.wav,iPhone 
234,18-24,English ,English ,Man,join the Ear Look club,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6a706182-b4b4-4da3-8ae5-c10768105ef7.wav,/final/chunk20.wav,iPhone 
235,18-24,English ,English ,Man,join the Ear Look club,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6a706182-b4b4-4da3-8ae5-c10768105ef7.wav,/final/chunk30.wav,iPhone 
236,60 and over,English ,English ,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_811fc4be-d826-4419-a59e-92e2dff78beb.wav,/final/chunk11.wav,Moto e
238,60 and over,English ,English ,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_811fc4be-d826-4419-a59e-92e2dff78beb.wav,/final/chunk31.wav,Moto e
239,25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_65f420bd-2432-4173-8f71-e915d7370010.wav,/final/chunk31.wav,iPhone 13 Pro
240,25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_65f420bd-2432-4173-8f71-e915d7370010.wav,/final/chunk40.wav,iPhone 13 Pro
241,25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_65f420bd-2432-4173-8f71-e915d7370010.wav,/final/chunk50.wav,iPhone 13 Pro
242,40-60,English,English,Woman,the thunder break craze,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_545aa3f1-71cf-41c6-9fb8-3db3b79122cd.wav,/final/chunk10.wav,Android
243,40-60,English,English,Woman,the thunder break craze,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_545aa3f1-71cf-41c6-9fb8-3db3b79122cd.wav,/final/chunk20.wav,Android
244,40-60,English,English,Woman,the thunder break craze,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_545aa3f1-71cf-41c6-9fb8-3db3b79122cd.wav,/final/chunk30.wav,Android
245,40-60,English,English,Woman,birds make new jingles,neutral,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_88111d4d-5a37-433c-93aa-22f5de01a161.wav,/final/chunk10.wav,iPhone 
246,25-39,English,English,Woman,zebra cats walking on lamps,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6d5c520-514a-463d-8bc8-e4b62c71f855.wav,/final/chunk11.wav,iPhone 12
247,25-39,English,English,Woman,zebra cats walking on lamps,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6d5c520-514a-463d-8bc8-e4b62c71f855.wav,/final/chunk13.wav,iPhone 12
248,40-60,English,English,Woman,join the Ear Look club,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6f77002-f4a6-41ec-b388-b40ef76ac6c8.wav,/final/chunk10.wav,Samsung s9
249,40-60,English,English,Woman,join the Ear Look club,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6f77002-f4a6-41ec-b388-b40ef76ac6c8.wav,/final/chunk30.wav,Samsung s9
250,25-39,English,English,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_09f8dc6b-87c5-4cbf-8896-9b249357243f.wav,/final/chunk00.wav,iPhone 
251,25-39,English,English,Man,the thunder break craze,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e.wav,/final/chunk50.wav,Samsung Z-Fold 2
252,25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_87372db0-9d15-4f91-98f0-3dd39270b8fe.wav,/final/chunk30.wav,iPhone 12 
253,25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_87372db0-9d15-4f91-98f0-3dd39270b8fe.wav,/final/chunk31.wav,iPhone 12 
254,25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_87372db0-9d15-4f91-98f0-3dd39270b8fe.wav,/final/chunk40.wav,iPhone 12 
255,25-39,English,Hungarian,Woman,five special guest treasures,anger,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,/final/chunk01.wav,Samsung S8
256,25-39,English,Hungarian,Woman,five special guest treasures,anger,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,/final/chunk02.wav,Samsung S8
257,60 and over,English ,English ,Man,five special guest treasures,joy,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_76b0b549-2b40-4675-b3ef-81978b09f0c6.wav,/final/chunk20.wav,Samsung 
258,40-60,English,English,Woman,wolf ring lights are fantastic,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e252a09f-27ae-44e1-ba72-663e50743644.wav,/final/chunk11.wav,iPhone 
259,40-60,English,English,Woman,wolf ring lights are fantastic,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e252a09f-27ae-44e1-ba72-663e50743644.wav,/final/chunk21.wav,iPhone 
261,25-39,English ,French,Woman,wolf ring lights are fantastic,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_6ba42565-2e9e-4673-8382-1188b87e1ab9.wav,/final/chunk00.wav,Samsung
262,25-39,English ,French,Woman,wolf ring lights are fantastic,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_6ba42565-2e9e-4673-8382-1188b87e1ab9.wav,/final/chunk41.wav,Samsung
263,25-39,English,English ,Woman,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_de2fb353-bee5-4305-8d01-f14e724d3179.wav,/final/chunk11.wav,iPhone SE 2020
264,25-39,English,English ,Woman,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_de2fb353-bee5-4305-8d01-f14e724d3179.wav,/final/chunk21.wav,iPhone SE 2020
265,25-39,English,English ,Woman,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_de2fb353-bee5-4305-8d01-f14e724d3179.wav,/final/chunk31.wav,iPhone SE 2020
266,25-39,English,English,Woman,snow meteor down the chimney,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_3de47b56-34af-4e37-98d9-cf89e40c815a.wav,/final/chunk00.wav,Galaxy J3 Star
267,25-39,English,English,Woman,snow meteor down the chimney,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_3de47b56-34af-4e37-98d9-cf89e40c815a.wav,/final/chunk20.wav,Galaxy J3 Star
268,25-39,English,English,Woman,snow meteor down the chimney,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_3de47b56-34af-4e37-98d9-cf89e40c815a.wav,/final/chunk30.wav,Galaxy J3 Star
269,25-39,English,English,Woman,wolf ring lights are fantastic,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_946043ad-9230-4795-9d60-892c1b287598.wav,/final/chunk01.wav,iPhone 12
270,25-39,English,English,Woman,wolf ring lights are fantastic,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_946043ad-9230-4795-9d60-892c1b287598.wav,/final/chunk11.wav,iPhone 12
271,25-39,English,English,Woman,wolf ring lights are fantastic,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_946043ad-9230-4795-9d60-892c1b287598.wav,/final/chunk31.wav,iPhone 12
272,25-39,English ,English,Man,join the Ear Look club,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_8827052c-8545-4026-a5e0-e39fdc452e23.wav,/final/chunk11.wav,iPhone 12
273,25-39,English ,English,Man,join the Ear Look club,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_8827052c-8545-4026-a5e0-e39fdc452e23.wav,/final/chunk20.wav,iPhone 12
274,25-39,English ,English,Man,join the Ear Look club,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_8827052c-8545-4026-a5e0-e39fdc452e23.wav,/final/chunk51.wav,iPhone 12
275,25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_90ac0d89-1957-4fde-859a-9b8c584e4ba7.wav,/final/chunk11.wav,iPhone 12
276,25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_90ac0d89-1957-4fde-859a-9b8c584e4ba7.wav,/final/chunk30.wav,iPhone 12
277,25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_90ac0d89-1957-4fde-859a-9b8c584e4ba7.wav,/final/chunk41.wav,iPhone 12
278,18-24,English,Portuguese ,Woman,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_3bfb16b9-c24f-4220-b01b-311ba6d99cad.wav,/final/chunk20.wav,Galaxy S10
279,18-24,English,Portuguese ,Woman,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_3bfb16b9-c24f-4220-b01b-311ba6d99cad.wav,/final/chunk30.wav,Galaxy S10
280,18-24,English,Portuguese ,Woman,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_3bfb16b9-c24f-4220-b01b-311ba6d99cad.wav,/final/chunk60.wav,Galaxy S10
281,40-60,English ,English ,Woman,hungry action hippos fruit,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_f954f91b-ba7b-4b27-804c-9cc0e042d65e.wav,/final/chunk10.wav,Iphone11
282,40-60,English,English,Woman,five special guest treasures,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_bfb45ad5-cc68-46ce-89ef-0b1073540c3d.wav,/final/chunk01.wav,iPhone 
283,40-60,English,English,Woman,five special guest treasures,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_bfb45ad5-cc68-46ce-89ef-0b1073540c3d.wav,/final/chunk10.wav,iPhone 
284,40-60,English ,English ,Woman,wolf ring lights are fantastic,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_a9c6d070-5496-4a9f-ba57-9ed713bc8d53.wav,/final/chunk12.wav,Apple iPhone 
285,40-60,English ,English ,Man,zebra cats walking on lamps,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_568a9456-6936-44b4-9206-6332fceae2a3.wav,/final/chunk10.wav,iPhone 12 mini
286,40-60,English ,English ,Man,zebra cats walking on lamps,sadness,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_568a9456-6936-44b4-9206-6332fceae2a3.wav,/final/chunk41.wav,iPhone 12 mini
287,40-60,English,spanish,Woman,snow meteor down the chimney,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_081d9f71-f827-4362-9330-47cf78635cc8.wav,/final/chunk31.wav,iOS
288,25-39,English ,English,Woman,fluffy baseboard yogurt division,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_3c27b0c3-ba9a-445d-9aad-fb69576fdf34.wav,/final/chunk11.wav,iPhone 12 Pro
289,25-39,English,English,Man,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b.wav,/final/chunk50.wav,Samsung Galaxy A32
290,25-39,English,English,Man,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b.wav,/final/chunk80.wav,Samsung Galaxy A32
291,25-39,English,English,Man,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b.wav,/final/chunk90.wav,Samsung Galaxy A32
292,40-60,English ,English ,Woman,heavy undersea birthday pumpkins,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_58080cd8-24fb-4108-84d2-f04288b6dc10.wav,/final/chunk12.wav,Apple iPhone 
293,40-60,English ,English ,Woman,heavy undersea birthday pumpkins,disgust,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_58080cd8-24fb-4108-84d2-f04288b6dc10.wav,/final/chunk24.wav,Apple iPhone 
294,25-39,English ,English,Woman,five special guest treasures,fear,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_31f03a6d-d1a3-43a2-87c5-18f54cabe46d.wav,/final/chunk20.wav,iPhone 12 Pro
295,25-39,English ,English,Woman,five special guest treasures,fear,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_31f03a6d-d1a3-43a2-87c5-18f54cabe46d.wav,/final/chunk51.wav,iPhone 12 Pro
296,18-24,English,English,Woman,the thunder break craze,neutral,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_362dee6d-d87d-4003-a55c-1ada7fead57d.wav,/final/chunk30.wav,iphone 13 pro
297,25-39,English,English,Woman,the thunder break craze,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_abfac392-3a05-4c48-b06d-f93a7ce036fd.wav,/final/chunk00.wav,iPhone 12
298,18-24,English,Portuguese ,Woman,zebra cats walking on lamps,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_19f32cb9-4e31-4773-a9fa-bf135f0e5008.wav,/final/chunk00.wav,Galaxy S10
299,18-24,English,Portuguese ,Woman,zebra cats walking on lamps,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_19f32cb9-4e31-4773-a9fa-bf135f0e5008.wav,/final/chunk22.wav,Galaxy S10
300,18-24,English,Portuguese ,Woman,zebra cats walking on lamps,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_19f32cb9-4e31-4773-a9fa-bf135f0e5008.wav,/final/chunk31.wav,Galaxy S10
301,40-60,English ,English ,Man,join the Ear Look club,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_d88e3f99-ba4a-444b-a6d0-cbfe95cacd87.wav,/final/chunk01.wav,iPhone 12 mini
302,40-60,English ,English ,Man,join the Ear Look club,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_d88e3f99-ba4a-444b-a6d0-cbfe95cacd87.wav,/final/chunk31.wav,iPhone 12 mini
303,40-60,English ,English ,Man,join the Ear Look club,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_d88e3f99-ba4a-444b-a6d0-cbfe95cacd87.wav,/final/chunk41.wav,iPhone 12 mini
304,40-60,English,English,Woman,banana and mustard sandwiches,disgust,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_08e24438-a00c-4180-9ecf-6d094277ce88.wav,/final/chunk20.wav,Iphone
305,40-60,English,English,Woman,banana and mustard sandwiches,disgust,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_08e24438-a00c-4180-9ecf-6d094277ce88.wav,/final/chunk41.wav,Iphone
306,40-60,English,English,Woman,banana and mustard sandwiches,disgust,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_08e24438-a00c-4180-9ecf-6d094277ce88.wav,/final/chunk50.wav,Iphone
307,25-39,English,English,Woman,another dog secretary show,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_a078edac-2385-40fc-8e94-b59b92491335.wav,/final/chunk11.wav,iPhone 13
308,25-39,English,English,Woman,another dog secretary show,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_a078edac-2385-40fc-8e94-b59b92491335.wav,/final/chunk21.wav,iPhone 13
309,40-60,English,English,Woman,wolf ring lights are fantastic,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_9f3c7370-2022-4163-86e3-6132bec30901.wav,/final/chunk10.wav,Iphone
310,40-60,English,English,Woman,wolf ring lights are fantastic,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_9f3c7370-2022-4163-86e3-6132bec30901.wav,/final/chunk20.wav,Iphone
311,40-60,English,English,Woman,wolf ring lights are fantastic,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_9f3c7370-2022-4163-86e3-6132bec30901.wav,/final/chunk41.wav,Iphone
312,25-39,English,English ,Woman,five dollar slaw onion cure,disgust,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_aa19bd28-db66-4c1a-acbd-29c8e2f5689b.wav,/final/chunk21.wav,iPhone SE 2020
313,40-60,English,spanish,Woman,the thunder break craze,disgust,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_fd4aacb1-948d-40f1-97d7-9fb6199bcb04.wav,/final/chunk21.wav,iOS
314,40-60,English,spanish,Woman,the thunder break craze,disgust,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_fd4aacb1-948d-40f1-97d7-9fb6199bcb04.wav,/final/chunk23.wav,iOS
315,18-24,English,Portuguese ,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_56a9c5f8-62ee-4908-86bd-ae2dc10c89ef.wav,/final/chunk30.wav,Galaxy S10
316,18-24,English,Portuguese ,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_56a9c5f8-62ee-4908-86bd-ae2dc10c89ef.wav,/final/chunk40.wav,Galaxy S10
318,18-24,English,English,Woman,banana and mustard sandwiches,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8d6fb373-79a7-442b-b0c4-5514d6a90442.wav,/final/chunk20.wav,Iphone
319,18-24,English,English,Woman,banana and mustard sandwiches,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8d6fb373-79a7-442b-b0c4-5514d6a90442.wav,/final/chunk30.wav,Iphone
320,18-24,English,English,Woman,banana and mustard sandwiches,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8d6fb373-79a7-442b-b0c4-5514d6a90442.wav,/final/chunk40.wav,Iphone
321,25-39,English,English,Prefer not to disclose,banana and mustard sandwiches,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_69efe9b6-06e9-4276-984a-9b0cc9347389.wav,/final/chunk11.wav,07900948769
322,25-39,English,English,Prefer not to disclose,banana and mustard sandwiches,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_69efe9b6-06e9-4276-984a-9b0cc9347389.wav,/final/chunk31.wav,07900948769
323,25-39,English,English,Prefer not to disclose,banana and mustard sandwiches,disgust,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_69efe9b6-06e9-4276-984a-9b0cc9347389.wav,/final/chunk40.wav,07900948769
324,25-39,English ,English,Woman,birds make new jingles,sadness,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_61e3f46f-7c96-4293-aada-ba0b8957b815.wav,/final/chunk41.wav,iPhone 12 Pro
325,25-39,English,Croatian,Woman,fluffy baseboard yogurt division,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_44ec8f04-e3c7-43a7-bcd8-631d7e27c86b.wav,/final/chunk20.wav,iPhone 13 Pro
326,25-39,English,Croatian,Woman,fluffy baseboard yogurt division,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_44ec8f04-e3c7-43a7-bcd8-631d7e27c86b.wav,/final/chunk31.wav,iPhone 13 Pro
327,25-39,English,Croatian,Woman,fluffy baseboard yogurt division,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_44ec8f04-e3c7-43a7-bcd8-631d7e27c86b.wav,/final/chunk41.wav,iPhone 13 Pro
328,18-24,English,Portuguese,Woman,the thunder break craze,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_69275dc3-766e-4ad8-9ad1-9af722262d27.wav,/final/chunk11.wav,iPhone 11
329,18-24,English,Portuguese,Woman,the thunder break craze,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_69275dc3-766e-4ad8-9ad1-9af722262d27.wav,/final/chunk21.wav,iPhone 11
330,18-24,English,Portuguese,Woman,the thunder break craze,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_69275dc3-766e-4ad8-9ad1-9af722262d27.wav,/final/chunk31.wav,iPhone 11
331,60 and over,english,english,Man,heavy undersea birthday pumpkins,sadness,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_ddb44f11-6276-488a-b2c0-3f050913c81f.wav,/final/chunk10.wav,microsoft surface
